SalesOrderNumber;OrderDate;ProductKey;ResellerKey;EmployeeKey;SalesTerritoryKey;Quantity;Unit Price;Sales;Cost
SO43689;24/07/2017 00:00;275;166;283;4;2;$356,90;$714;$704
SO43689;24/07/2017 00:00;285;166;283;4;2;$178,58;$357;$352
SO43689;24/07/2017 00:00;310;166;283;4;2;$2146,96;$4294;$4343
SO43689;24/07/2017 00:00;314;166;283;4;1;$2146,96;$2147;$2171
SO43689;24/07/2017 00:00;315;166;283;4;4;$874,79;$3499;$3539
SO43689;24/07/2017 00:00;316;166;283;4;2;$874,79;$1750;$1769
SO43689;24/07/2017 00:00;319;166;283;4;3;$874,79;$2624;$2654
SO43689;24/07/2017 00:00;322;166;283;4;7;$419,46;$2936;$2892
SO43689;24/07/2017 00:00;324;166;283;4;2;$419,46;$839;$826
SO43689;24/07/2017 00:00;326;166;283;4;9;$419,46;$3775;$3718
SO43689;24/07/2017 00:00;328;166;283;4;6;$419,46;$2517;$2479
SO43689;24/07/2017 00:00;330;166;283;4;3;$419,46;$1258;$1239
SO43689;24/07/2017 00:00;332;166;283;4;5;$419,46;$2097;$2066
SO43689;24/07/2017 00:00;334;166;283;4;4;$419,46;$1678;$1653
SO43689;24/07/2017 00:00;338;166;283;4;2;$419,46;$839;$826
SO43689;24/07/2017 00:00;342;166;283;4;2;$419,46;$839;$826
SO43690;25/07/2017 00:00;223;431;281;3;2;$5,19;$10;$11
SO43690;25/07/2017 00:00;232;431;281;3;1;$28,84;$29;$32
SO43690;25/07/2017 00:00;322;431;281;3;2;$419,46;$839;$826
SO43690;25/07/2017 00:00;342;431;281;3;1;$419,46;$419;$413
SO43691;25/07/2017 00:00;319;292;283;4;1;$874,79;$875;$885
SO43692;27/07/2017 00:00;212;221;287;4;4;$20,19;$81;$48
SO43692;27/07/2017 00:00;215;221;287;4;3;$20,19;$61;$36
SO43692;27/07/2017 00:00;220;221;287;4;3;$20,19;$61;$36
SO43692;27/07/2017 00:00;223;221;287;4;6;$5,19;$31;$34
SO43692;27/07/2017 00:00;229;221;287;4;4;$28,84;$115;$127
SO43692;27/07/2017 00:00;232;221;287;4;10;$28,84;$288;$317
SO43692;27/07/2017 00:00;235;221;287;4;4;$28,84;$115;$127
SO43692;27/07/2017 00:00;253;221;287;4;1;$178,58;$179;$176
SO43692;27/07/2017 00:00;262;221;287;4;1;$183,94;$184;$181
SO43692;27/07/2017 00:00;264;221;287;4;2;$183,94;$368;$363
SO43692;27/07/2017 00:00;270;221;287;4;2;$183,94;$368;$363
SO43692;27/07/2017 00:00;272;221;287;4;2;$183,94;$368;$363
SO43692;27/07/2017 00:00;275;221;287;4;3;$356,90;$1071;$1056
SO43692;27/07/2017 00:00;285;221;287;4;2;$178,58;$357;$352
SO43692;27/07/2017 00:00;314;221;287;4;2;$2146,96;$4294;$4343
SO43692;27/07/2017 00:00;315;221;287;4;8;$874,79;$6998;$7078
SO43692;27/07/2017 00:00;316;221;287;4;2;$874,79;$1750;$1769
SO43692;27/07/2017 00:00;317;221;287;4;4;$874,79;$3499;$3539
SO43692;27/07/2017 00:00;319;221;287;4;8;$874,79;$6998;$7078
SO43692;27/07/2017 00:00;322;221;287;4;7;$419,46;$2936;$2892
SO43692;27/07/2017 00:00;324;221;287;4;3;$419,46;$1258;$1239
SO43692;27/07/2017 00:00;326;221;287;4;6;$419,46;$2517;$2479
SO43692;27/07/2017 00:00;328;221;287;4;1;$419,46;$419;$413
SO43692;27/07/2017 00:00;330;221;287;4;1;$419,46;$419;$413
SO43692;27/07/2017 00:00;332;221;287;4;2;$419,46;$839;$826
SO43692;27/07/2017 00:00;334;221;287;4;1;$419,46;$419;$413
SO43692;27/07/2017 00:00;338;221;287;4;1;$419,46;$419;$413
SO43692;27/07/2017 00:00;342;221;287;4;5;$419,46;$2097;$2066
SO43693;27/07/2017 00:00;212;485;281;5;2;$20,19;$40;$24
SO43693;27/07/2017 00:00;215;485;281;5;2;$20,19;$40;$24
SO43693;27/07/2017 00:00;218;485;281;5;6;$5,70;$34;$20
SO43693;27/07/2017 00:00;235;485;281;5;3;$28,84;$87;$95
SO43693;27/07/2017 00:00;344;485;281;5;3;$2039,99;$6120;$5736
SO43693;27/07/2017 00:00;345;485;281;5;1;$2039,99;$2040;$1912
SO43693;27/07/2017 00:00;346;485;281;5;1;$2039,99;$2040;$1912
SO43693;27/07/2017 00:00;347;485;281;5;1;$2039,99;$2040;$1912
SO43693;27/07/2017 00:00;350;485;281;5;3;$2024,99;$6075;$5694
SO43693;27/07/2017 00:00;351;485;281;5;1;$2024,99;$2025;$1898
SO43694;30/07/2017 00:00;212;315;285;5;1;$20,19;$20;$12
SO43694;30/07/2017 00:00;215;315;285;5;1;$20,19;$20;$12
SO43694;30/07/2017 00:00;220;315;285;5;5;$20,19;$101;$60
SO43694;30/07/2017 00:00;223;315;285;5;1;$5,19;$5;$6
SO43694;30/07/2017 00:00;232;315;285;5;2;$28,84;$58;$63
SO43694;30/07/2017 00:00;235;315;285;5;3;$28,84;$87;$95
SO43694;30/07/2017 00:00;344;315;285;5;3;$2039,99;$6120;$5736
SO43694;30/07/2017 00:00;345;315;285;5;1;$2039,99;$2040;$1912
SO43694;30/07/2017 00:00;346;315;285;5;2;$2039,99;$4080;$3824
SO43694;30/07/2017 00:00;347;315;285;5;1;$2039,99;$2040;$1912
SO43694;30/07/2017 00:00;349;315;285;5;3;$2024,99;$6075;$5694
SO43695;31/07/2017 00:00;218;27;285;5;2;$5,70;$11;$7
SO43695;31/07/2017 00:00;293;27;285;5;1;$722,59;$723;$624
SO43695;31/07/2017 00:00;304;27;285;5;1;$714,70;$715;$617
SO43695;31/07/2017 00:00;307;27;285;5;2;$722,59;$1445;$1248
SO43695;31/07/2017 00:00;347;27;285;5;2;$2039,99;$4080;$3824
SO43695;31/07/2017 00:00;348;27;285;5;5;$2024,99;$10125;$9490
SO43695;31/07/2017 00:00;350;27;285;5;5;$2024,99;$10125;$9490
SO43695;31/07/2017 00:00;351;27;285;5;6;$2024,99;$12150;$11389
SO43696;31/07/2017 00:00;326;603;285;5;1;$419,46;$419;$413
SO43843;01/08/2017 00:00;218;18;281;3;2;$5,70;$11;$7
SO43843;01/08/2017 00:00;292;18;281;3;1;$818,70;$819;$707
SO43843;01/08/2017 00:00;293;18;281;3;2;$722,59;$1445;$1248
SO43843;01/08/2017 00:00;300;18;281;3;1;$809,76;$810;$699
SO43843;01/08/2017 00:00;307;18;281;3;2;$722,59;$1445;$1248
SO43843;01/08/2017 00:00;344;18;281;3;2;$2039,99;$4080;$3824
SO43843;01/08/2017 00:00;347;18;281;3;2;$2039,99;$4080;$3824
SO43843;01/08/2017 00:00;349;18;281;3;3;$2024,99;$6075;$5694
SO43843;01/08/2017 00:00;350;18;281;3;5;$2024,99;$10125;$9490
SO43843;01/08/2017 00:00;351;18;281;3;2;$2024,99;$4050;$3796
SO43844;01/08/2017 00:00;348;353;288;6;4;$2024,99;$8100;$7592
SO43844;01/08/2017 00:00;349;353;288;6;2;$2024,99;$4050;$3796
SO43844;01/08/2017 00:00;350;353;288;6;3;$2024,99;$6075;$5694
