SalesOrderNumber;OrderDate;ProductKey;ResellerKey;EmployeeKey;SalesTerritoryKey;Quantity;Unit Price;Sales;Cost
SO45039;01/01/2018 00:00;324;227;288;6;4;$419,46;$1678;$1653
SO45039;01/01/2018 00:00;326;227;288;6;2;$419,46;$839;$826
SO45039;01/01/2018 00:00;328;227;288;6;1;$419,46;$419;$413
SO45039;01/01/2018 00:00;330;227;288;6;1;$419,46;$419;$413
SO45039;01/01/2018 00:00;332;227;288;6;2;$419,46;$839;$826
SO45039;01/01/2018 00:00;338;227;288;6;1;$419,46;$419;$413
SO45039;01/01/2018 00:00;342;227;288;6;4;$419,46;$1678;$1653
SO45040;01/01/2018 00:00;342;510;282;4;1;$419,46;$419;$413
SO45041;02/01/2018 00:00;332;577;286;1;1;$419,46;$419;$413
SO45042;04/01/2018 00:00;218;397;286;1;5;$5,70;$29;$17
SO45042;04/01/2018 00:00;344;397;286;1;4;$2039,99;$8160;$7649
SO45042;04/01/2018 00:00;346;397;286;1;2;$2039,99;$4080;$3824
SO45042;04/01/2018 00:00;347;397;286;1;2;$2039,99;$4080;$3824
SO45042;04/01/2018 00:00;348;397;286;1;4;$2024,99;$8100;$7592
SO45042;04/01/2018 00:00;349;397;286;1;3;$2024,99;$6075;$5694
SO45042;04/01/2018 00:00;350;397;286;1;5;$2024,99;$10125;$9490
SO45043;04/01/2018 00:00;218;146;289;1;4;$5,70;$23;$14
SO45043;04/01/2018 00:00;223;146;289;1;1;$5,19;$5;$6
SO45043;04/01/2018 00:00;232;146;289;1;1;$28,84;$29;$32
SO45043;04/01/2018 00:00;344;146;289;1;2;$2039,99;$4080;$3824
SO45043;04/01/2018 00:00;346;146;289;1;6;$2039,99;$12240;$11473
SO45043;04/01/2018 00:00;349;146;289;1;4;$2024,99;$8100;$7592
SO45043;04/01/2018 00:00;350;146;289;1;2;$2024,99;$4050;$3796
SO45043;04/01/2018 00:00;351;146;289;1;2;$2024,99;$4050;$3796
SO45044;05/01/2018 00:00;285;511;282;4;2;$178,58;$357;$352
SO45044;05/01/2018 00:00;314;511;282;4;1;$2146,96;$2147;$2171
SO45044;05/01/2018 00:00;317;511;282;4;1;$874,79;$875;$885
SO45044;05/01/2018 00:00;330;511;282;4;1;$419,46;$419;$413
SO45044;05/01/2018 00:00;334;511;282;4;2;$419,46;$839;$826
SO45044;05/01/2018 00:00;338;511;282;4;1;$419,46;$419;$413
SO45045;06/01/2018 00:00;218;646;283;3;2;$5,70;$11;$7
SO45045;06/01/2018 00:00;344;646;283;3;1;$2039,99;$2040;$1912
SO45045;06/01/2018 00:00;346;646;283;3;3;$2039,99;$6120;$5736
SO45045;06/01/2018 00:00;347;646;283;3;1;$2039,99;$2040;$1912
SO45045;06/01/2018 00:00;349;646;283;3;1;$2024,99;$2025;$1898
SO45045;06/01/2018 00:00;351;646;283;3;1;$2024,99;$2025;$1898
SO45046;06/01/2018 00:00;326;383;287;4;1;$419,46;$419;$413
SO45046;06/01/2018 00:00;342;383;287;4;1;$419,46;$419;$413
SO45047;08/01/2018 00:00;212;514;288;6;3;$20,19;$61;$36
SO45047;08/01/2018 00:00;215;514;288;6;1;$20,19;$20;$12
SO45047;08/01/2018 00:00;220;514;288;6;3;$20,19;$61;$36
SO45047;08/01/2018 00:00;229;514;288;6;2;$28,84;$58;$63
SO45047;08/01/2018 00:00;232;514;288;6;1;$28,84;$29;$32
SO45047;08/01/2018 00:00;235;514;288;6;2;$28,84;$58;$63
SO45047;08/01/2018 00:00;262;514;288;6;1;$183,94;$184;$181
SO45047;08/01/2018 00:00;264;514;288;6;1;$183,94;$184;$181
SO45047;08/01/2018 00:00;270;514;288;6;2;$183,94;$368;$363
SO45047;08/01/2018 00:00;272;514;288;6;1;$183,94;$184;$181
SO45047;08/01/2018 00:00;275;514;288;6;5;$356,90;$1785;$1761
SO45047;08/01/2018 00:00;285;514;288;6;1;$178,58;$179;$176
SO45047;08/01/2018 00:00;310;514;288;6;1;$2146,96;$2147;$2171
SO45047;08/01/2018 00:00;314;514;288;6;2;$2146,96;$4294;$4343
SO45047;08/01/2018 00:00;315;514;288;6;2;$874,79;$1750;$1769
SO45047;08/01/2018 00:00;316;514;288;6;3;$874,79;$2624;$2654
SO45047;08/01/2018 00:00;317;514;288;6;2;$874,79;$1750;$1769
SO45047;08/01/2018 00:00;319;514;288;6;6;$874,79;$5249;$5308
SO45047;08/01/2018 00:00;322;514;288;6;4;$419,46;$1678;$1653
SO45047;08/01/2018 00:00;326;514;288;6;8;$419,46;$3356;$3305
SO45047;08/01/2018 00:00;328;514;288;6;2;$419,46;$839;$826
SO45047;08/01/2018 00:00;330;514;288;6;1;$419,46;$419;$413
SO45047;08/01/2018 00:00;332;514;288;6;8;$419,46;$3356;$3305
SO45047;08/01/2018 00:00;334;514;288;6;3;$419,46;$1258;$1239
SO45047;08/01/2018 00:00;338;514;288;6;5;$419,46;$2097;$2066
SO45047;08/01/2018 00:00;342;514;288;6;14;$405,48;$5677;$5784
SO45048;09/01/2018 00:00;218;504;281;3;4;$5,70;$23;$14
SO45048;09/01/2018 00:00;345;504;281;3;1;$2039,99;$2040;$1912
SO45048;09/01/2018 00:00;347;504;281;3;1;$2039,99;$2040;$1912
SO45048;09/01/2018 00:00;349;504;281;3;1;$2024,99;$2025;$1898
SO45049;11/01/2018 00:00;215;200;289;1;1;$20,19;$20;$12
SO45049;11/01/2018 00:00;220;200;289;1;1;$20,19;$20;$12
SO45049;11/01/2018 00:00;262;200;289;1;3;$183,94;$552;$544
SO45049;11/01/2018 00:00;270;200;289;1;2;$183,94;$368;$363
SO45049;11/01/2018 00:00;334;200;289;1;1;$419,46;$419;$413
SO45050;13/01/2018 00:00;293;578;289;1;2;$722,59;$1445;$1248
SO45050;13/01/2018 00:00;300;578;289;1;1;$809,76;$810;$699
SO45050;13/01/2018 00:00;344;578;289;1;1;$2039,99;$2040;$1912
SO45051;13/01/2018 00:00;319;643;281;3;2;$874,79;$1750;$1769
SO45051;13/01/2018 00:00;322;643;281;3;2;$419,46;$839;$826
SO45051;13/01/2018 00:00;342;643;281;3;1;$419,46;$419;$413
SO45052;13/01/2018 00:00;345;119;288;6;2;$2039,99;$4080;$3824
SO45052;13/01/2018 00:00;347;119;288;6;2;$2039,99;$4080;$3824
SO45052;13/01/2018 00:00;348;119;288;6;6;$2024,99;$12150;$11389
SO45052;13/01/2018 00:00;350;119;288;6;2;$2024,99;$4050;$3796
SO45052;13/01/2018 00:00;351;119;288;6;2;$2024,99;$4050;$3796
SO45053;14/01/2018 00:00;223;618;281;2;2;$5,19;$10;$11
SO45053;14/01/2018 00:00;232;618;281;2;1;$28,84;$29;$32
SO45053;14/01/2018 00:00;311;618;281;2;2;$2146,96;$4294;$4343
SO45053;14/01/2018 00:00;314;618;281;2;1;$2146,96;$2147;$2171
SO45053;14/01/2018 00:00;315;618;281;2;2;$874,79;$1750;$1769
SO45053;14/01/2018 00:00;317;618;281;2;2;$874,79;$1750;$1769
SO45053;14/01/2018 00:00;318;618;281;2;1;$874,79;$875;$885
SO45053;14/01/2018 00:00;319;618;281;2;2;$874,79;$1750;$1769
SO45053;14/01/2018 00:00;320;618;281;2;3;$419,46;$1258;$1239
SO45053;14/01/2018 00:00;322;618;281;2;1;$419,46;$419;$413
SO45053;14/01/2018 00:00;324;618;281;2;1;$419,46;$419;$413
SO45053;14/01/2018 00:00;326;618;281;2;1;$419,46;$419;$413
SO45053;14/01/2018 00:00;328;618;281;2;2;$419,46;$839;$826
SO45053;14/01/2018 00:00;330;618;281;2;1;$419,46;$419;$413
SO45053;14/01/2018 00:00;334;618;281;2;1;$419,46;$419;$413
SO45053;14/01/2018 00:00;340;618;281;2;1;$419,46;$419;$413
SO45053;14/01/2018 00:00;342;618;281;2;5;$419,46;$2097;$2066
SO45054;16/01/2018 00:00;315;83;288;6;2;$874,79;$1750;$1769
SO45054;16/01/2018 00:00;319;83;288;6;5;$874,79;$4374;$4424
SO45054;16/01/2018 00:00;322;83;288;6;3;$419,46;$1258;$1239
SO45054;16/01/2018 00:00;324;83;288;6;3;$419,46;$1258;$1239
SO45054;16/01/2018 00:00;326;83;288;6;5;$419,46;$2097;$2066
SO45054;16/01/2018 00:00;328;83;288;6;2;$419,46;$839;$826
SO45054;16/01/2018 00:00;332;83;288;6;1;$419,46;$419;$413
SO45054;16/01/2018 00:00;342;83;288;6;3;$419,46;$1258;$1239
SO45055;16/01/2018 00:00;223;670;283;3;1;$5,19;$5;$6
SO45055;16/01/2018 00:00;232;670;283;3;3;$28,84;$87;$95
SO45055;16/01/2018 00:00;310;670;283;3;2;$2146,96;$4294;$4343
SO45055;16/01/2018 00:00;311;670;283;3;1;$2146,96;$2147;$2171
SO45055;16/01/2018 00:00;314;670;283;3;2;$2146,96;$4294;$4343
SO45055;16/01/2018 00:00;317;670;283;3;2;$874,79;$1750;$1769
SO45055;16/01/2018 00:00;319;670;283;3;1;$874,79;$875;$885
SO45055;16/01/2018 00:00;320;670;283;3;2;$419,46;$839;$826
SO45055;16/01/2018 00:00;322;670;283;3;1;$419,46;$419;$413
SO45055;16/01/2018 00:00;324;670;283;3;2;$419,46;$839;$826
SO45055;16/01/2018 00:00;326;670;283;3;3;$419,46;$1258;$1239
SO45055;16/01/2018 00:00;328;670;283;3;1;$419,46;$419;$413
SO45055;16/01/2018 00:00;330;670;283;3;1;$419,46;$419;$413
SO45055;16/01/2018 00:00;332;670;283;3;1;$419,46;$419;$413
SO45055;16/01/2018 00:00;334;670;283;3;2;$419,46;$839;$826
SO45055;16/01/2018 00:00;336;670;283;3;1;$419,46;$419;$413
SO45055;16/01/2018 00:00;340;670;283;3;1;$419,46;$419;$413
SO45056;17/01/2018 00:00;218;17;281;5;8;$5,70;$46;$27
SO45056;17/01/2018 00:00;344;17;281;5;3;$2039,99;$6120;$5736
SO45056;17/01/2018 00:00;345;17;281;5;2;$2039,99;$4080;$3824
SO45056;17/01/2018 00:00;346;17;281;5;3;$2039,99;$6120;$5736
SO45056;17/01/2018 00:00;347;17;281;5;1;$2039,99;$2040;$1912
SO45056;17/01/2018 00:00;348;17;281;5;2;$2024,99;$4050;$3796
SO45056;17/01/2018 00:00;349;17;281;5;2;$2024,99;$4050;$3796
SO45056;17/01/2018 00:00;350;17;281;5;3;$2024,99;$6075;$5694
SO45056;17/01/2018 00:00;351;17;281;5;3;$2024,99;$6075;$5694
SO45057;17/01/2018 00:00;223;679;284;6;3;$5,19;$16;$17
SO45057;17/01/2018 00:00;310;679;284;6;2;$2146,96;$4294;$4343
SO45057;17/01/2018 00:00;313;679;284;6;2;$2146,96;$4294;$4343
SO45057;17/01/2018 00:00;314;679;284;6;2;$2146,96;$4294;$4343
SO45057;17/01/2018 00:00;316;679;284;6;1;$874,79;$875;$885
SO45057;17/01/2018 00:00;318;679;284;6;2;$874,79;$1750;$1769
SO45057;17/01/2018 00:00;320;679;284;6;1;$419,46;$419;$413
SO45057;17/01/2018 00:00;322;679;284;6;1;$419,46;$419;$413
SO45057;17/01/2018 00:00;324;679;284;6;2;$419,46;$839;$826
SO45057;17/01/2018 00:00;326;679;284;6;1;$419,46;$419;$413
SO45057;17/01/2018 00:00;328;679;284;6;1;$419,46;$419;$413
SO45057;17/01/2018 00:00;330;679;284;6;2;$419,46;$839;$826
SO45057;17/01/2018 00:00;332;679;284;6;2;$419,46;$839;$826
SO45057;17/01/2018 00:00;334;679;284;6;1;$419,46;$419;$413
SO45057;17/01/2018 00:00;336;679;284;6;3;$419,46;$1258;$1239
SO45057;17/01/2018 00:00;338;679;284;6;1;$419,46;$419;$413
SO45057;17/01/2018 00:00;342;679;284;6;1;$419,46;$419;$413
SO45058;17/01/2018 00:00;319;480;284;6;1;$874,79;$875;$885
SO45058;17/01/2018 00:00;322;480;284;6;1;$419,46;$419;$413
SO45058;17/01/2018 00:00;324;480;284;6;1;$419,46;$419;$413
SO45058;17/01/2018 00:00;326;480;284;6;2;$419,46;$839;$826
SO45058;17/01/2018 00:00;328;480;284;6;4;$419,46;$1678;$1653
SO45058;17/01/2018 00:00;332;480;284;6;2;$419,46;$839;$826
SO45058;17/01/2018 00:00;342;480;284;6;1;$419,46;$419;$413
SO45059;18/01/2018 00:00;232;491;287;4;2;$28,84;$58;$63
SO45059;18/01/2018 00:00;310;491;287;4;5;$2146,96;$10735;$10856
SO45059;18/01/2018 00:00;311;491;287;4;2;$2146,96;$4294;$4343
SO45059;18/01/2018 00:00;312;491;287;4;2;$2146,96;$4294;$4343
SO45059;18/01/2018 00:00;314;491;287;4;1;$2146,96;$2147;$2171
SO45059;18/01/2018 00:00;316;491;287;4;2;$874,79;$1750;$1769
SO45059;18/01/2018 00:00;318;491;287;4;1;$874,79;$875;$885
SO45059;18/01/2018 00:00;322;491;287;4;2;$419,46;$839;$826
SO45059;18/01/2018 00:00;326;491;287;4;1;$419,46;$419;$413
SO45059;18/01/2018 00:00;328;491;287;4;2;$419,46;$839;$826
SO45059;18/01/2018 00:00;330;491;287;4;2;$419,46;$839;$826
SO45059;18/01/2018 00:00;332;491;287;4;1;$419,46;$419;$413
SO45059;18/01/2018 00:00;334;491;287;4;1;$419,46;$419;$413
SO45059;18/01/2018 00:00;336;491;287;4;2;$419,46;$839;$826
SO45059;18/01/2018 00:00;338;491;287;4;2;$419,46;$839;$826
SO45059;18/01/2018 00:00;340;491;287;4;1;$419,46;$419;$413
SO45059;18/01/2018 00:00;342;491;287;4;3;$419,46;$1258;$1239
SO45060;18/01/2018 00:00;223;203;287;4;3;$5,19;$16;$17
SO45060;18/01/2018 00:00;232;203;287;4;2;$28,84;$58;$63
SO45060;18/01/2018 00:00;310;203;287;4;1;$2146,96;$2147;$2171
SO45060;18/01/2018 00:00;311;203;287;4;2;$2146,96;$4294;$4343
SO45060;18/01/2018 00:00;312;203;287;4;2;$2146,96;$4294;$4343
SO45060;18/01/2018 00:00;313;203;287;4;2;$2146,96;$4294;$4343
SO45060;18/01/2018 00:00;319;203;287;4;1;$874,79;$875;$885
SO45060;18/01/2018 00:00;320;203;287;4;2;$419,46;$839;$826
SO45060;18/01/2018 00:00;322;203;287;4;1;$419,46;$419;$413
SO45060;18/01/2018 00:00;324;203;287;4;2;$419,46;$839;$826
SO45060;18/01/2018 00:00;326;203;287;4;2;$419,46;$839;$826
SO45060;18/01/2018 00:00;328;203;287;4;1;$419,46;$419;$413
SO45060;18/01/2018 00:00;330;203;287;4;2;$419,46;$839;$826
SO45060;18/01/2018 00:00;332;203;287;4;3;$419,46;$1258;$1239
SO45060;18/01/2018 00:00;334;203;287;4;1;$419,46;$419;$413
SO45060;18/01/2018 00:00;336;203;287;4;1;$419,46;$419;$413
SO45060;18/01/2018 00:00;338;203;287;4;1;$419,46;$419;$413
SO45060;18/01/2018 00:00;340;203;287;4;2;$419,46;$839;$826
SO45060;18/01/2018 00:00;342;203;287;4;1;$419,46;$419;$413
SO45061;19/01/2018 00:00;218;676;285;5;5;$5,70;$29;$17
SO45061;19/01/2018 00:00;223;676;285;5;1;$5,19;$5;$6
SO45061;19/01/2018 00:00;232;676;285;5;2;$28,84;$58;$63
SO45061;19/01/2018 00:00;344;676;285;5;6;$2039,99;$12240;$11473
SO45061;19/01/2018 00:00;345;676;285;5;2;$2039,99;$4080;$3824
SO45061;19/01/2018 00:00;346;676;285;5;5;$2039,99;$10200;$9561
SO45061;19/01/2018 00:00;347;676;285;5;5;$2039,99;$10200;$9561
SO45061;19/01/2018 00:00;348;676;285;5;3;$2024,99;$6075;$5694
SO45061;19/01/2018 00:00;349;676;285;5;2;$2024,99;$4050;$3796
SO45061;19/01/2018 00:00;350;676;285;5;5;$2024,99;$10125;$9490
SO45061;19/01/2018 00:00;351;676;285;5;8;$2024,99;$16200;$15185
SO45062;20/01/2018 00:00;212;423;285;5;1;$20,19;$20;$12
SO45062;20/01/2018 00:00;215;423;285;5;2;$20,19;$40;$24
SO45062;20/01/2018 00:00;220;423;285;5;1;$20,19;$20;$12
SO45062;20/01/2018 00:00;223;423;285;5;2;$5,19;$10;$11
SO45062;20/01/2018 00:00;229;423;285;5;2;$28,84;$58;$63
SO45062;20/01/2018 00:00;232;423;285;5;4;$28,84;$115;$127
SO45062;20/01/2018 00:00;235;423;285;5;2;$28,84;$58;$63
SO45062;20/01/2018 00:00;262;423;285;5;2;$183,94;$368;$363
SO45062;20/01/2018 00:00;270;423;285;5;1;$183,94;$184;$181
SO45062;20/01/2018 00:00;275;423;285;5;1;$356,90;$357;$352
SO45062;20/01/2018 00:00;314;423;285;5;2;$2146,96;$4294;$4343
SO45062;20/01/2018 00:00;315;423;285;5;2;$874,79;$1750;$1769
SO45062;20/01/2018 00:00;316;423;285;5;3;$874,79;$2624;$2654
SO45062;20/01/2018 00:00;319;423;285;5;2;$874,79;$1750;$1769
SO45062;20/01/2018 00:00;324;423;285;5;1;$419,46;$419;$413
SO45062;20/01/2018 00:00;326;423;285;5;2;$419,46;$839;$826
SO45062;20/01/2018 00:00;328;423;285;5;2;$419,46;$839;$826
SO45062;20/01/2018 00:00;332;423;285;5;2;$419,46;$839;$826
SO45062;20/01/2018 00:00;338;423;285;5;2;$419,46;$839;$826
SO45062;20/01/2018 00:00;342;423;285;5;1;$419,46;$419;$413
SO45063;22/01/2018 00:00;315;486;281;2;5;$874,79;$4374;$4424
SO45063;22/01/2018 00:00;319;486;281;2;1;$874,79;$875;$885
SO45063;22/01/2018 00:00;322;486;281;2;3;$419,46;$1258;$1239
SO45063;22/01/2018 00:00;324;486;281;2;1;$419,46;$419;$413
SO45063;22/01/2018 00:00;326;486;281;2;3;$419,46;$1258;$1239
SO45063;22/01/2018 00:00;328;486;281;2;2;$419,46;$839;$826
SO45063;22/01/2018 00:00;332;486;281;2;4;$419,46;$1678;$1653
SO45063;22/01/2018 00:00;342;486;281;2;1;$419,46;$419;$413
SO45064;23/01/2018 00:00;218;506;289;1;4;$5,70;$23;$14
SO45064;23/01/2018 00:00;223;506;289;1;1;$5,19;$5;$6
SO45064;23/01/2018 00:00;232;506;289;1;4;$28,84;$115;$127
SO45064;23/01/2018 00:00;344;506;289;1;2;$2039,99;$4080;$3824
SO45064;23/01/2018 00:00;345;506;289;1;2;$2039,99;$4080;$3824
SO45064;23/01/2018 00:00;346;506;289;1;4;$2039,99;$8160;$7649
SO45064;23/01/2018 00:00;347;506;289;1;8;$2039,99;$16320;$15297
SO45064;23/01/2018 00:00;348;506;289;1;4;$2024,99;$8100;$7592
SO45064;23/01/2018 00:00;350;506;289;1;2;$2024,99;$4050;$3796
SO45064;23/01/2018 00:00;351;506;289;1;4;$2024,99;$8100;$7592
SO45065;26/01/2018 00:00;310;549;285;5;1;$2146,96;$2147;$2171
SO45065;26/01/2018 00:00;313;549;285;5;4;$2146,96;$8588;$8685
SO45065;26/01/2018 00:00;315;549;285;5;1;$874,79;$875;$885
SO45065;26/01/2018 00:00;316;549;285;5;1;$874,79;$875;$885
SO45065;26/01/2018 00:00;317;549;285;5;3;$874,79;$2624;$2654
SO45065;26/01/2018 00:00;318;549;285;5;1;$874,79;$875;$885
SO45065;26/01/2018 00:00;319;549;285;5;2;$874,79;$1750;$1769
SO45065;26/01/2018 00:00;320;549;285;5;1;$419,46;$419;$413
SO45065;26/01/2018 00:00;324;549;285;5;1;$419,46;$419;$413
SO45065;26/01/2018 00:00;328;549;285;5;1;$419,46;$419;$413
SO45065;26/01/2018 00:00;330;549;285;5;5;$419,46;$2097;$2066
SO45065;26/01/2018 00:00;332;549;285;5;2;$419,46;$839;$826
SO45065;26/01/2018 00:00;334;549;285;5;2;$419,46;$839;$826
SO45065;26/01/2018 00:00;336;549;285;5;2;$419,46;$839;$826
SO45065;26/01/2018 00:00;338;549;285;5;1;$419,46;$419;$413
SO45066;26/01/2018 00:00;332;458;285;5;1;$419,46;$419;$413
SO45067;27/01/2018 00:00;212;269;281;2;1;$20,19;$20;$12
SO45067;27/01/2018 00:00;223;269;281;2;2;$5,19;$10;$11
SO45067;27/01/2018 00:00;253;269;281;2;1;$178,58;$179;$176
SO45067;27/01/2018 00:00;264;269;281;2;1;$183,94;$184;$181
SO45067;27/01/2018 00:00;272;269;281;2;3;$183,94;$552;$544
SO45067;27/01/2018 00:00;314;269;281;2;1;$2146,96;$2147;$2171
SO45068;28/01/2018 00:00;315;344;289;1;1;$874,79;$875;$885
SO45068;28/01/2018 00:00;328;344;289;1;1;$419,46;$419;$413
SO45068;28/01/2018 00:00;332;344;289;1;2;$419,46;$839;$826
SO45069;28/01/2018 00:00;311;161;281;2;1;$2146,96;$2147;$2171
SO45069;28/01/2018 00:00;312;161;281;2;2;$2146,96;$4294;$4343
SO45069;28/01/2018 00:00;313;161;281;2;1;$2146,96;$2147;$2171
SO45069;28/01/2018 00:00;314;161;281;2;1;$2146,96;$2147;$2171
SO45069;28/01/2018 00:00;315;161;281;2;2;$874,79;$1750;$1769
SO45069;28/01/2018 00:00;316;161;281;2;3;$874,79;$2624;$2654
SO45069;28/01/2018 00:00;317;161;281;2;5;$874,79;$4374;$4424
SO45069;28/01/2018 00:00;318;161;281;2;1;$874,79;$875;$885
SO45069;28/01/2018 00:00;320;161;281;2;2;$419,46;$839;$826
SO45069;28/01/2018 00:00;324;161;281;2;1;$419,46;$419;$413
SO45069;28/01/2018 00:00;328;161;281;2;2;$419,46;$839;$826
SO45069;28/01/2018 00:00;330;161;281;2;2;$419,46;$839;$826
SO45069;28/01/2018 00:00;334;161;281;2;1;$419,46;$419;$413
SO45069;28/01/2018 00:00;340;161;281;2;2;$419,46;$839;$826
SO45070;28/01/2018 00:00;253;166;283;4;2;$178,58;$357;$352
SO45070;28/01/2018 00:00;264;166;283;4;1;$183,94;$184;$181
SO45070;28/01/2018 00:00;272;166;283;4;1;$183,94;$184;$181
SO45070;28/01/2018 00:00;275;166;283;4;2;$356,90;$714;$704
SO45070;28/01/2018 00:00;285;166;283;4;3;$178,58;$536;$529
SO45070;28/01/2018 00:00;310;166;283;4;2;$2146,96;$4294;$4343
SO45070;28/01/2018 00:00;315;166;283;4;4;$874,79;$3499;$3539
SO45070;28/01/2018 00:00;316;166;283;4;1;$874,79;$875;$885
SO45070;28/01/2018 00:00;317;166;283;4;3;$874,79;$2624;$2654
SO45070;28/01/2018 00:00;319;166;283;4;4;$874,79;$3499;$3539
SO45070;28/01/2018 00:00;322;166;283;4;6;$419,46;$2517;$2479
SO45070;28/01/2018 00:00;324;166;283;4;7;$419,46;$2936;$2892
SO45070;28/01/2018 00:00;326;166;283;4;3;$419,46;$1258;$1239
SO45070;28/01/2018 00:00;330;166;283;4;2;$419,46;$839;$826
SO45070;28/01/2018 00:00;332;166;283;4;2;$419,46;$839;$826
SO45070;28/01/2018 00:00;334;166;283;4;1;$419,46;$419;$413
SO45070;28/01/2018 00:00;338;166;283;4;2;$419,46;$839;$826
SO45070;28/01/2018 00:00;342;166;283;4;4;$419,46;$1678;$1653
SO45071;28/01/2018 00:00;315;431;281;3;2;$874,79;$1750;$1769
SO45071;28/01/2018 00:00;319;431;281;3;1;$874,79;$875;$885
SO45071;28/01/2018 00:00;322;431;281;3;1;$419,46;$419;$413
SO45071;28/01/2018 00:00;326;431;281;3;3;$419,46;$1258;$1239
SO45071;28/01/2018 00:00;342;431;281;3;4;$419,46;$1678;$1653
SO45072;29/01/2018 00:00;324;292;283;4;1;$419,46;$419;$413
SO45072;29/01/2018 00:00;328;292;283;4;2;$419,46;$839;$826
SO45072;29/01/2018 00:00;332;292;283;4;2;$419,46;$839;$826
SO45073;30/01/2018 00:00;328;456;282;4;1;$419,46;$419;$413
SO45074;30/01/2018 00:00;212;221;287;4;5;$20,19;$101;$60
SO45074;30/01/2018 00:00;215;221;287;4;5;$20,19;$101;$60
SO45074;30/01/2018 00:00;220;221;287;4;2;$20,19;$40;$24
SO45074;30/01/2018 00:00;223;221;287;4;5;$5,19;$26;$29
SO45074;30/01/2018 00:00;229;221;287;4;4;$28,84;$115;$127
SO45074;30/01/2018 00:00;232;221;287;4;4;$28,84;$115;$127
SO45074;30/01/2018 00:00;235;221;287;4;2;$28,84;$58;$63
SO45074;30/01/2018 00:00;262;221;287;4;4;$183,94;$736;$726
SO45074;30/01/2018 00:00;270;221;287;4;4;$183,94;$736;$726
SO45074;30/01/2018 00:00;275;221;287;4;2;$356,90;$714;$704
SO45074;30/01/2018 00:00;285;221;287;4;2;$178,58;$357;$352
SO45074;30/01/2018 00:00;314;221;287;4;4;$2146,96;$8588;$8685
SO45074;30/01/2018 00:00;315;221;287;4;1;$874,79;$875;$885
SO45074;30/01/2018 00:00;316;221;287;4;1;$874,79;$875;$885
SO45074;30/01/2018 00:00;319;221;287;4;3;$874,79;$2624;$2654
SO45074;30/01/2018 00:00;322;221;287;4;2;$419,46;$839;$826
SO45074;30/01/2018 00:00;324;221;287;4;3;$419,46;$1258;$1239
SO45074;30/01/2018 00:00;326;221;287;4;2;$419,46;$839;$826
SO45074;30/01/2018 00:00;328;221;287;4;2;$419,46;$839;$826
SO45074;30/01/2018 00:00;330;221;287;4;2;$419,46;$839;$826
SO45074;30/01/2018 00:00;332;221;287;4;2;$419,46;$839;$826
SO45074;30/01/2018 00:00;334;221;287;4;1;$419,46;$419;$413
SO45074;30/01/2018 00:00;338;221;287;4;1;$419,46;$419;$413
SO45074;30/01/2018 00:00;342;221;287;4;4;$419,46;$1678;$1653
SO45075;31/01/2018 00:00;218;485;281;5;9;$5,70;$51;$31
SO45075;31/01/2018 00:00;346;485;281;5;2;$2039,99;$4080;$3824
SO45075;31/01/2018 00:00;348;485;281;5;2;$2024,99;$4050;$3796
